symbol,baseAsset,quoteAsset,status,exchange,type,trading_type,contractType
STRKUSDC,STRK,USDC,TRADING,binance,spot,现货,
UNIFDUSD,UNI,FDUSD,TRADING,binance,spot,现货,
OMTRY,OM,TRY,TRADING,binance,spot,现货,
THETATRY,THETA,TRY,TRADING,binance,spot,现货,
WIFBTC,WIF,BTC,TRADING,binance,spot,现货,
WIFUSDT,WIF,USDT,TRADING,binance,spot,现货,
WIFFDUSD,WIF,FDUSD,TRADING,binance,spot,现货,
WIFTRY,WIF,TRY,TRADING,binance,spot,现货,
PEPEUSDC,PEPE,USDC,TRADING,binance,spot,现货,
SHIBUSDC,SHIB,USDC,TRADING,binance,spot,现货,
ARTRY,AR,TRY,TRADING,binance,spot,现货,
METISUSDT,METIS,USDT,TRADING,binance,spot,现货,
METISTRY,METIS,TRY,TRADING,binance,spot,现货,
BNBJPY,BNB,JPY,TRADING,binance,spot,现货,
BTCJPY,BTC,JPY,TRADING,binance,spot,现货,
ETHJPY,ETH,JPY,TRADING,binance,spot,现货,
FLOKIFDUSD,FLOKI,FDUSD,TRADING,binance,spot,现货,
GRTFDUSD,GRT,FDUSD,TRADING,binance,spot,现货,
NEARUSDC,NEAR,USDC,TRADING,binance,spot,现货,
SNXTRY,SNX,TRY,TRADING,binance,spot,现货,
AEVOBTC,AEVO,BTC,TRADING,binance,spot,现货,
AEVOUSDT,AEVO,USDT,TRADING,binance,spot,现货,
AEVOFDUSD,AEVO,FDUSD,TRADING,binance,spot,现货,
AEVOTRY,AEVO,TRY,TRADING,binance,spot,现货,
FETUSDC,FET,USDC,TRADING,binance,spot,现货,
EURUSDC,EUR,USDC,TRADING,binance,spot,现货,
BOMETRY,BOME,TRY,TRADING,binance,spot,现货,
BOMEUSDT,BOME,USDT,TRADING,binance,spot,现货,
BOMEFDUSD,BOME,FDUSD,TRADING,binance,spot,现货,
ETHFIUSDT,ETHFI,USDT,TRADING,binance,spot,现货,
ETHFIFDUSD,ETHFI,FDUSD,TRADING,binance,spot,现货,
ETHFITRY,ETHFI,TRY,TRADING,binance,spot,现货,
AAVETRY,AAVE,TRY,TRADING,binance,spot,现货,
ARKMFDUSD,ARKM,FDUSD,TRADING,binance,spot,现货,
CRVTRY,CRV,TRY,TRADING,binance,spot,现货,
RAYFDUSD,RAY,FDUSD,TRADING,binance,spot,现货,
BONKUSDC,BONK,USDC,TRADING,binance,spot,现货,
FLOKIUSDC,FLOKI,USDC,TRADING,binance,spot,现货,
MKRTRY,MKR,TRY,TRADING,binance,spot,现货,
RAYTRY,RAY,TRY,TRADING,binance,spot,现货,
ENABTC,ENA,BTC,TRADING,binance,spot,现货,
ENAUSDT,ENA,USDT,TRADING,binance,spot,现货,
ENABNB,ENA,BNB,TRADING,binance,spot,现货,
ENAFDUSD,ENA,FDUSD,TRADING,binance,spot,现货,
ENATRY,ENA,TRY,TRADING,binance,spot,现货,
MASKTRY,MASK,TRY,TRADING,binance,spot,现货,
PENDLEUSDC,PENDLE,USDC,TRADING,binance,spot,现货,
RDNTTRY,RDNT,TRY,TRADING,binance,spot,现货,
WBTC,W,BTC,TRADING,binance,spot,现货,
WUSDT,W,USDT,TRADING,binance,spot,现货,
WFDUSD,W,FDUSD,TRADING,binance,spot,现货,
WTRY,W,TRY,TRADING,binance,spot,现货,
BOMEUSDC,BOME,USDC,TRADING,binance,spot,现货,
JTOUSDC,JTO,USDC,TRADING,binance,spot,现货,
WIFUSDC,WIF,USDC,TRADING,binance,spot,现货,
TNSRUSDT,TNSR,USDT,TRADING,binance,spot,现货,
TNSRTRY,TNSR,TRY,TRADING,binance,spot,现货,
SAGABTC,SAGA,BTC,TRADING,binance,spot,现货,
SAGAUSDT,SAGA,USDT,TRADING,binance,spot,现货,
SAGABNB,SAGA,BNB,TRADING,binance,spot,现货,
SAGAFDUSD,SAGA,FDUSD,TRADING,binance,spot,现货,
SAGATRY,SAGA,TRY,TRADING,binance,spot,现货,
USDTMXN,USDT,MXN,TRADING,binance,spot,现货,
CKBUSDC,CKB,USDC,TRADING,binance,spot,现货,
ENAUSDC,ENA,USDC,TRADING,binance,spot,现货,
ETHFIUSDC,ETHFI,USDC,TRADING,binance,spot,现货,
YGGUSDC,YGG,USDC,TRADING,binance,spot,现货,
TAOBTC,TAO,BTC,TRADING,binance,spot,现货,
TAOUSDT,TAO,USDT,TRADING,binance,spot,现货,
TAOFDUSD,TAO,FDUSD,TRADING,binance,spot,现货,
TAOTRY,TAO,TRY,TRADING,binance,spot,现货,
CFXUSDC,CFX,USDC,TRADING,binance,spot,现货,
RUNEUSDC,RUNE,USDC,TRADING,binance,spot,现货,
SAGAUSDC,SAGA,USDC,TRADING,binance,spot,现货,
POLYXTRY,POLYX,TRY,TRADING,binance,spot,现货,
OMNIBTC,OMNI,BTC,TRADING,binance,spot,现货,
OMNIUSDT,OMNI,USDT,TRADING,binance,spot,现货,
OMNIFDUSD,OMNI,FDUSD,TRADING,binance,spot,现货,
OMNITRY,OMNI,TRY,TRADING,binance,spot,现货,
APTUSDC,APT,USDC,TRADING,binance,spot,现货,
GALAUSDC,GALA,USDC,TRADING,binance,spot,现货,
STXUSDC,STX,USDC,TRADING,binance,spot,现货,
ICPUSDC,ICP,USDC,TRADING,binance,spot,现货,
OMNIUSDC,OMNI,USDC,TRADING,binance,spot,现货,
PEPEBRL,PEPE,BRL,TRADING,binance,spot,现货,
YGGTRY,YGG,TRY,TRADING,binance,spot,现货,
ADAJPY,ADA,JPY,TRADING,binance,spot,现货,
SHIBJPY,SHIB,JPY,TRADING,binance,spot,现货,
SOLJPY,SOL,JPY,TRADING,binance,spot,现货,
XRPJPY,XRP,JPY,TRADING,binance,spot,现货,
REZUSDT,REZ,USDT,TRADING,binance,spot,现货,
REZTRY,REZ,TRY,TRADING,binance,spot,现货,
EGLDTRY,EGLD,TRY,TRADING,binance,spot,现货,
PHBTRY,PHB,TRY,TRADING,binance,spot,现货,
RSRTRY,RSR,TRY,TRADING,binance,spot,现货,
BBBTC,BB,BTC,TRADING,binance,spot,现货,
BBUSDT,BB,USDT,TRADING,binance,spot,现货,
BBBNB,BB,BNB,TRADING,binance,spot,现货,
BBFDUSD,BB,FDUSD,TRADING,binance,spot,现货,
BBTRY,BB,TRY,TRADING,binance,spot,现货,
PEOPLETRY,PEOPLE,TRY,TRADING,binance,spot,现货,
TRBUSDC,TRB,USDC,TRADING,binance,spot,现货,
NOTUSDT,NOT,USDT,TRADING,binance,spot,现货,
NOTFDUSD,NOT,FDUSD,TRADING,binance,spot,现货,
NOTTRY,NOT,TRY,TRADING,binance,spot,现货,
ARKMUSDC,ARKM,USDC,TRADING,binance,spot,现货,
ARUSDC,AR,USDC,TRADING,binance,spot,现货,
BBUSDC,BB,USDC,TRADING,binance,spot,现货,
CRVUSDC,CRV,USDC,TRADING,binance,spot,现货,
PEOPLEUSDC,PEOPLE,USDC,TRADING,binance,spot,现货,
ARFDUSD,AR,FDUSD,TRADING,binance,spot,现货,
PEPEEUR,PEPE,EUR,TRADING,binance,spot,现货,
REZUSDC,REZ,USDC,TRADING,binance,spot,现货,
USDCTRY,USDC,TRY,TRADING,binance,spot,现货,
BTCMXN,BTC,MXN,TRADING,binance,spot,现货,
XRPMXN,XRP,MXN,TRADING,binance,spot,现货,
ENSUSDC,ENS,USDC,TRADING,binance,spot,现货,
LDOUSDC,LDO,USDC,TRADING,binance,spot,现货,
NOTUSDC,NOT,USDC,TRADING,binance,spot,现货,
NEARBRL,NEAR,BRL,TRADING,binance,spot,现货,
HIGHTRY,HIGH,TRY,TRADING,binance,spot,现货,
PEOPLEFDUSD,PEOPLE,FDUSD,TRADING,binance,spot,现货,
TNSRUSDC,TNSR,USDC,TRADING,binance,spot,现货,
USDTCOP,USDT,COP,TRADING,binance,spot,现货,
IOBTC,IO,BTC,TRADING,binance,spot,现货,
IOUSDT,IO,USDT,TRADING,binance,spot,现货,
IOBNB,IO,BNB,TRADING,binance,spot,现货,
IOFDUSD,IO,FDUSD,TRADING,binance,spot,现货,
IOTRY,IO,TRY,TRADING,binance,spot,现货,
TRUTRY,TRU,TRY,TRADING,binance,spot,现货,
WIFEUR,WIF,EUR,TRADING,binance,spot,现货,
ZKBTC,ZK,BTC,TRADING,binance,spot,现货,
ZKUSDT,ZK,USDT,TRADING,binance,spot,现货,
ZKFDUSD,ZK,FDUSD,TRADING,binance,spot,现货,
ZKTRY,ZK,TRY,TRADING,binance,spot,现货,
LISTAUSDT,LISTA,USDT,TRADING,binance,spot,现货,
LISTABNB,LISTA,BNB,TRADING,binance,spot,现货,
LISTAFDUSD,LISTA,FDUSD,TRADING,binance,spot,现货,
LISTATRY,LISTA,TRY,TRADING,binance,spot,现货,
ZROBTC,ZRO,BTC,TRADING,binance,spot,现货,
ZROUSDT,ZRO,USDT,TRADING,binance,spot,现货,
ZROFDUSD,ZRO,FDUSD,TRADING,binance,spot,现货,
ZROTRY,ZRO,TRY,TRADING,binance,spot,现货,
BAKETRY,BAKE,TRY,TRADING,binance,spot,现货,
WIFBRL,WIF,BRL,TRADING,binance,spot,现货,
ZKUSDC,ZK,USDC,TRADING,binance,spot,现货,
ZROUSDC,ZRO,USDC,TRADING,binance,spot,现货,
IOUSDC,IO,USDC,TRADING,binance,spot,现货,
1000SATSUSDC,1000SATS,USDC,TRADING,binance,spot,现货,
ETHARS,ETH,ARS,TRADING,binance,spot,现货,
GUSDT,G,USDT,TRADING,binance,spot,现货,
GTRY,G,TRY,TRADING,binance,spot,现货,
BANANABTC,BANANA,BTC,TRADING,binance,spot,现货,
BANANAUSDT,BANANA,USDT,TRADING,binance,spot,现货,
BANANABNB,BANANA,BNB,TRADING,binance,spot,现货,
BANANAFDUSD,BANANA,FDUSD,TRADING,binance,spot,现货,
BANANATRY,BANANA,TRY,TRADING,binance,spot,现货,
RENDERBTC,RENDER,BTC,TRADING,binance,spot,现货,
RENDERUSDT,RENDER,USDT,TRADING,binance,spot,现货,
RENDERFDUSD,RENDER,FDUSD,TRADING,binance,spot,现货,
RENDERUSDC,RENDER,USDC,TRADING,binance,spot,现货,
RENDERTRY,RENDER,TRY,TRADING,binance,spot,现货,
RENDEREUR,RENDER,EUR,TRADING,binance,spot,现货,
RENDERBRL,RENDER,BRL,TRADING,binance,spot,现货,
TONBTC,TON,BTC,TRADING,binance,spot,现货,
TONUSDT,TON,USDT,TRADING,binance,spot,现货,
TONFDUSD,TON,FDUSD,TRADING,binance,spot,现货,
TONTRY,TON,TRY,TRADING,binance,spot,现货,
BONKBRL,BONK,BRL,TRADING,binance,spot,现货,
DOGEJPY,DOGE,JPY,TRADING,binance,spot,现货,
NEARJPY,NEAR,JPY,TRADING,binance,spot,现货,
TONUSDC,TON,USDC,TRADING,binance,spot,现货,
AAVEFDUSD,AAVE,FDUSD,TRADING,binance,spot,现货,
DOGSUSDT,DOGS,USDT,TRADING,binance,spot,现货,
DOGSFDUSD,DOGS,FDUSD,TRADING,binance,spot,现货,
DOGSTRY,DOGS,TRY,TRADING,binance,spot,现货,
EUREURI,EUR,EURI,TRADING,binance,spot,现货,
EURIUSDT,EURI,USDT,TRADING,binance,spot,现货,
DOGSUSDC,DOGS,USDC,TRADING,binance,spot,现货,
RAREUSDC,RARE,USDC,TRADING,binance,spot,现货,
SLFBTC,SLF,BTC,TRADING,binance,spot,现货,
SLFTRY,SLF,TRY,TRADING,binance,spot,现货,
SLFUSDC,SLF,USDC,TRADING,binance,spot,现货,
SLFUSDT,SLF,USDT,TRADING,binance,spot,现货,
AAVEUSDC,AAVE,USDC,TRADING,binance,spot,现货,
SUNTRY,SUN,TRY,TRADING,binance,spot,现货,
POLBNB,POL,BNB,TRADING,binance,spot,现货,
POLBRL,POL,BRL,TRADING,binance,spot,现货,
POLBTC,POL,BTC,TRADING,binance,spot,现货,
POLETH,POL,ETH,TRADING,binance,spot,现货,
POLEUR,POL,EUR,TRADING,binance,spot,现货,
POLFDUSD,POL,FDUSD,TRADING,binance,spot,现货,
POLJPY,POL,JPY,TRADING,binance,spot,现货,
POLTRY,POL,TRY,TRADING,binance,spot,现货,
POLUSDC,POL,USDC,TRADING,binance,spot,现货,
POLUSDT,POL,USDT,TRADING,binance,spot,现货,
NEIROUSDT,NEIRO,USDT,TRADING,binance,spot,现货,
TURBOUSDT,TURBO,USDT,TRADING,binance,spot,现货,
1MBABYDOGEUSDT,1MBABYDOGE,USDT,TRADING,binance,spot,现货,
CATIUSDT,CATI,USDT,TRADING,binance,spot,现货,
CATITRY,CATI,TRY,TRADING,binance,spot,现货,
1MBABYDOGEFDUSD,1MBABYDOGE,FDUSD,TRADING,binance,spot,现货,
1MBABYDOGETRY,1MBABYDOGE,TRY,TRADING,binance,spot,现货,
BTCEURI,BTC,EURI,TRADING,binance,spot,现货,
NEIROFDUSD,NEIRO,FDUSD,TRADING,binance,spot,现货,
NEIROTRY,NEIRO,TRY,TRADING,binance,spot,现货,
HMSTRUSDT,HMSTR,USDT,TRADING,binance,spot,现货,
HMSTRFDUSD,HMSTR,FDUSD,TRADING,binance,spot,现货,
HMSTRTRY,HMSTR,TRY,TRADING,binance,spot,现货,
EIGENBTC,EIGEN,BTC,TRADING,binance,spot,现货,
EIGENUSDT,EIGEN,USDT,TRADING,binance,spot,现货,
EIGENFDUSD,EIGEN,FDUSD,TRADING,binance,spot,现货,
EIGENTRY,EIGEN,TRY,TRADING,binance,spot,现货,
BNSOLSOL,BNSOL,SOL,TRADING,binance,spot,现货,
SCRUSDT,SCR,USDT,TRADING,binance,spot,现货,
SUIBRL,SUI,BRL,TRADING,binance,spot,现货,
TURBOTRY,TURBO,TRY,TRADING,binance,spot,现货,
BNSOLUSDT,BNSOL,USDT,TRADING,binance,spot,现货,
LUMIAUSDT,LUMIA,USDT,TRADING,binance,spot,现货,
SCRBTC,SCR,BTC,TRADING,binance,spot,现货,
SCRFDUSD,SCR,FDUSD,TRADING,binance,spot,现货,
SCRTRY,SCR,TRY,TRADING,binance,spot,现货,
KAIAUSDT,KAIA,USDT,TRADING,binance,spot,现货,
COWUSDT,COW,USDT,TRADING,binance,spot,现货,
CETUSUSDT,CETUS,USDT,TRADING,binance,spot,现货,
PNUTUSDT,PNUT,USDT,TRADING,binance,spot,现货,
ACTUSDT,ACT,USDT,TRADING,binance,spot,现货,
ACTTRY,ACT,TRY,TRADING,binance,spot,现货,
COWTRY,COW,TRY,TRADING,binance,spot,现货,
CETUSTRY,CETUS,TRY,TRADING,binance,spot,现货,
PNUTTRY,PNUT,TRY,TRADING,binance,spot,现货,
ACTFDUSD,ACT,FDUSD,TRADING,binance,spot,现货,
ACTUSDC,ACT,USDC,TRADING,binance,spot,现货,
NEIROUSDC,NEIRO,USDC,TRADING,binance,spot,现货,
PNUTBTC,PNUT,BTC,TRADING,binance,spot,现货,
PNUTFDUSD,PNUT,FDUSD,TRADING,binance,spot,现货,
PNUTUSDC,PNUT,USDC,TRADING,binance,spot,现货,
USUALUSDT,USUAL,USDT,TRADING,binance,spot,现货,
CATIUSDC,CATI,USDC,TRADING,binance,spot,现货,
ETHEURI,ETH,EURI,TRADING,binance,spot,现货,
LUMIATRY,LUMIA,TRY,TRADING,binance,spot,现货,
PNUTBRL,PNUT,BRL,TRADING,binance,spot,现货,
PNUTEUR,PNUT,EUR,TRADING,binance,spot,现货,
APEFDUSD,APE,FDUSD,TRADING,binance,spot,现货,
FDUSDUSDC,FDUSD,USDC,TRADING,binance,spot,现货,
HBARUSDC,HBAR,USDC,TRADING,binance,spot,现货,
OMUSDC,OM,USDC,TRADING,binance,spot,现货,
RAYUSDC,RAY,USDC,TRADING,binance,spot,现货,
TAOUSDC,TAO,USDC,TRADING,binance,spot,现货,
THEFDUSD,THE,FDUSD,TRADING,binance,spot,现货,
THETRY,THE,TRY,TRADING,binance,spot,现货,
THEUSDT,THE,USDT,TRADING,binance,spot,现货,
APEUSDC,APE,USDC,TRADING,binance,spot,现货,
BOMEEUR,BOME,EUR,TRADING,binance,spot,现货,
EIGENUSDC,EIGEN,USDC,TRADING,binance,spot,现货,
HBARFDUSD,HBAR,FDUSD,TRADING,binance,spot,现货,
MEMEUSDC,MEME,USDC,TRADING,binance,spot,现货,
WLDEUR,WLD,EUR,TRADING,binance,spot,现货,
1MBABYDOGEUSDC,1MBABYDOGE,USDC,TRADING,binance,spot,现货,
CETUSUSDC,CETUS,USDC,TRADING,binance,spot,现货,
COWUSDC,COW,USDC,TRADING,binance,spot,现货,
DYDXUSDC,DYDX,USDC,TRADING,binance,spot,现货,
HMSTRUSDC,HMSTR,USDC,TRADING,binance,spot,现货,
TURBOUSDC,TURBO,USDC,TRADING,binance,spot,现货,
ENABRL,ENA,BRL,TRADING,binance,spot,现货,
KAIAUSDC,KAIA,USDC,TRADING,binance,spot,现货,
SANDUSDC,SAND,USDC,TRADING,binance,spot,现货,
XLMFDUSD,XLM,FDUSD,TRADING,binance,spot,现货,
CHZUSDC,CHZ,USDC,TRADING,binance,spot,现货,
PYTHUSDC,PYTH,USDC,TRADING,binance,spot,现货,
RSRUSDC,RSR,USDC,TRADING,binance,spot,现货,
WUSDC,W,USDC,TRADING,binance,spot,现货,
XTZUSDC,XTZ,USDC,TRADING,binance,spot,现货,
ACXUSDT,ACX,USDT,TRADING,binance,spot,现货,
ORCAUSDT,ORCA,USDT,TRADING,binance,spot,现货,
MOVEBTC,MOVE,BTC,TRADING,binance,spot,现货,
MOVEUSDT,MOVE,USDT,TRADING,binance,spot,现货,
MOVEBNB,MOVE,BNB,TRADING,binance,spot,现货,
MOVEFDUSD,MOVE,FDUSD,TRADING,binance,spot,现货,
MOVETRY,MOVE,TRY,TRADING,binance,spot,现货,
MEBTC,ME,BTC,TRADING,binance,spot,现货,
MEUSDT,ME,USDT,TRADING,binance,spot,现货,
MEFDUSD,ME,FDUSD,TRADING,binance,spot,现货,
METRY,ME,TRY,TRADING,binance,spot,现货,
ACXUSDC,ACX,USDC,TRADING,binance,spot,现货,
ORCAUSDC,ORCA,USDC,TRADING,binance,spot,现货,
ACXTRY,ACX,TRY,TRADING,binance,spot,现货,
ORCATRY,ORCA,TRY,TRADING,binance,spot,现货,
KSMTRY,KSM,TRY,TRADING,binance,spot,现货,
CELOTRY,CELO,TRY,TRADING,binance,spot,现货,
HIVEUSDC,HIVE,USDC,TRADING,binance,spot,现货,
IDEXUSDC,IDEX,USDC,TRADING,binance,spot,现货,
TLMUSDC,TLM,USDC,TRADING,binance,spot,现货,
VELODROMEUSDT,VELODROME,USDT,TRADING,binance,spot,现货,
VANAUSDT,VANA,USDT,TRADING,binance,spot,现货,
VANAFDUSD,VANA,FDUSD,TRADING,binance,spot,现货,
VANATRY,VANA,TRY,TRADING,binance,spot,现货,
1000CATUSDT,1000CAT,USDT,TRADING,binance,spot,现货,
1000CATBNB,1000CAT,BNB,TRADING,binance,spot,现货,
1000CATFDUSD,1000CAT,FDUSD,TRADING,binance,spot,现货,
1000CATTRY,1000CAT,TRY,TRADING,binance,spot,现货,
PENGUUSDT,PENGU,USDT,TRADING,binance,spot,现货,
PENGUFDUSD,PENGU,FDUSD,TRADING,binance,spot,现货,
PENGUTRY,PENGU,TRY,TRADING,binance,spot,现货,
USUALBTC,USUAL,BTC,TRADING,binance,spot,现货,
USUALFDUSD,USUAL,FDUSD,TRADING,binance,spot,现货,
USUALTRY,USUAL,TRY,TRADING,binance,spot,现货,
1000CATUSDC,1000CAT,USDC,TRADING,binance,spot,现货,
PENGUUSDC,PENGU,USDC,TRADING,binance,spot,现货,
BIOUSDT,BIO,USDT,TRADING,binance,spot,现货,
BIOBNB,BIO,BNB,TRADING,binance,spot,现货,
BIOFDUSD,BIO,FDUSD,TRADING,binance,spot,现货,
BIOTRY,BIO,TRY,TRADING,binance,spot,现货,
BIOUSDC,BIO,USDC,TRADING,binance,spot,现货,
HIVETRY,HIVE,TRY,TRADING,binance,spot,现货,
MOVEUSDC,MOVE,USDC,TRADING,binance,spot,现货,
PHATRY,PHA,TRY,TRADING,binance,spot,现货,
SUSHITRY,SUSHI,TRY,TRADING,binance,spot,现货,
DUSDT,D,USDT,TRADING,binance,spot,现货,
DTRY,D,TRY,TRADING,binance,spot,现货,
APTJPY,APT,JPY,TRADING,binance,spot,现货,
SUIJPY,SUI,JPY,TRADING,binance,spot,现货,
XLMJPY,XLM,JPY,TRADING,binance,spot,现货,
PEPEJPY,PEPE,JPY,TRADING,binance,spot,现货,
PHAUSDC,PHA,USDC,TRADING,binance,spot,现货,
USDCPLN,USDC,PLN,TRADING,binance,spot,现货,
STEEMUSDC,STEEM,USDC,TRADING,binance,spot,现货,
USUALUSDC,USUAL,USDC,TRADING,binance,spot,现货,
AIXBTUSDT,AIXBT,USDT,TRADING,binance,spot,现货,
AIXBTUSDC,AIXBT,USDC,TRADING,binance,spot,现货,
CGPTUSDT,CGPT,USDT,TRADING,binance,spot,现货,
CGPTUSDC,CGPT,USDC,TRADING,binance,spot,现货,
COOKIEUSDT,COOKIE,USDT,TRADING,binance,spot,现货,
COOKIEUSDC,COOKIE,USDC,TRADING,binance,spot,现货,
SBTC,S,BTC,TRADING,binance,spot,现货,
SBNB,S,BNB,TRADING,binance,spot,现货,
SETH,S,ETH,TRADING,binance,spot,现货,
SEUR,S,EUR,TRADING,binance,spot,现货,
SFDUSD,S,FDUSD,TRADING,binance,spot,现货,
STRY,S,TRY,TRADING,binance,spot,现货,
SUSDC,S,USDC,TRADING,binance,spot,现货,
SUSDT,S,USDT,TRADING,binance,spot,现货,
IOTXJPY,IOTX,JPY,TRADING,binance,spot,现货,
SEIJPY,SEI,JPY,TRADING,binance,spot,现货,
SOLVUSDT,SOLV,USDT,TRADING,binance,spot,现货,
SOLVBNB,SOLV,BNB,TRADING,binance,spot,现货,
SOLVFDUSD,SOLV,FDUSD,TRADING,binance,spot,现货,
SOLVTRY,SOLV,TRY,TRADING,binance,spot,现货,
TRUMPUSDT,TRUMP,USDT,TRADING,binance,spot,现货,
TRUMPUSDC,TRUMP,USDC,TRADING,binance,spot,现货,
AIXBTTRY,AIXBT,TRY,TRADING,binance,spot,现货,
TRUMPTRY,TRUMP,TRY,TRADING,binance,spot,现货,
ANIMEUSDT,ANIME,USDT,TRADING,binance,spot,现货,
ANIMEUSDC,ANIME,USDC,TRADING,binance,spot,现货,
ANIMEFDUSD,ANIME,FDUSD,TRADING,binance,spot,现货,
ANIMETRY,ANIME,TRY,TRADING,binance,spot,现货,
BERABTC,BERA,BTC,TRADING,binance,spot,现货,
BERAUSDT,BERA,USDT,TRADING,binance,spot,现货,
BERAUSDC,BERA,USDC,TRADING,binance,spot,现货,
BERAFDUSD,BERA,FDUSD,TRADING,binance,spot,现货,
BERABNB,BERA,BNB,TRADING,binance,spot,现货,
BERATRY,BERA,TRY,TRADING,binance,spot,现货,
1000CHEEMSUSDT,1000CHEEMS,USDT,TRADING,binance,spot,现货,
1000CHEEMSUSDC,1000CHEEMS,USDC,TRADING,binance,spot,现货,
TSTUSDT,TST,USDT,TRADING,binance,spot,现货,
TSTUSDC,TST,USDC,TRADING,binance,spot,现货,
LAYERBTC,LAYER,BTC,TRADING,binance,spot,现货,
LAYERUSDT,LAYER,USDT,TRADING,binance,spot,现货,
LAYERUSDC,LAYER,USDC,TRADING,binance,spot,现货,
LAYERBNB,LAYER,BNB,TRADING,binance,spot,现货,
LAYERFDUSD,LAYER,FDUSD,TRADING,binance,spot,现货,
LAYERTRY,LAYER,TRY,TRADING,binance,spot,现货,
QTUMTRY,QTUM,TRY,TRADING,binance,spot,现货,
TRUMPEUR,TRUMP,EUR,TRADING,binance,spot,现货,
VTHOTRY,VTHO,TRY,TRADING,binance,spot,现货,
HEIBTC,HEI,BTC,TRADING,binance,spot,现货,
HEIUSDT,HEI,USDT,TRADING,binance,spot,现货,
CAKEUSDC,CAKE,USDC,TRADING,binance,spot,现货,
HEIUSDC,HEI,USDC,TRADING,binance,spot,现货,
TRUMPFDUSD,TRUMP,FDUSD,TRADING,binance,spot,现货,
LTCJPY,LTC,JPY,TRADING,binance,spot,现货,
BCHJPY,BCH,JPY,TRADING,binance,spot,现货,
LINKJPY,LINK,JPY,TRADING,binance,spot,现货,
KAITOBTC,KAITO,BTC,TRADING,binance,spot,现货,
KAITOUSDT,KAITO,USDT,TRADING,binance,spot,现货,
KAITOUSDC,KAITO,USDC,TRADING,binance,spot,现货,
KAITOFDUSD,KAITO,FDUSD,TRADING,binance,spot,现货,
KAITOTRY,KAITO,TRY,TRADING,binance,spot,现货,
ETHMXN,ETH,MXN,TRADING,binance,spot,现货,
SOLMXN,SOL,MXN,TRADING,binance,spot,现货,
BNBARS,BNB,ARS,TRADING,binance,spot,现货,
SOLARS,SOL,ARS,TRADING,binance,spot,现货,
TRUMPBRL,TRUMP,BRL,TRADING,binance,spot,现货,
TRXFDUSD,TRX,FDUSD,TRADING,binance,spot,现货,
TSTTRY,TST,TRY,TRADING,binance,spot,现货,
SHELLBTC,SHELL,BTC,TRADING,binance,spot,现货,
SHELLUSDT,SHELL,USDT,TRADING,binance,spot,现货,
SHELLUSDC,SHELL,USDC,TRADING,binance,spot,现货,
SHELLBNB,SHELL,BNB,TRADING,binance,spot,现货,
SHELLFDUSD,SHELL,FDUSD,TRADING,binance,spot,现货,
SHELLTRY,SHELL,TRY,TRADING,binance,spot,现货,
REDUSDT,RED,USDT,TRADING,binance,spot,现货,
GPSUSDT,GPS,USDT,TRADING,binance,spot,现货,
GPSUSDC,GPS,USDC,TRADING,binance,spot,现货,
GPSTRY,GPS,TRY,TRADING,binance,spot,现货,
GPSBNB,GPS,BNB,TRADING,binance,spot,现货,
REDBTC,RED,BTC,TRADING,binance,spot,现货,
REDUSDC,RED,USDC,TRADING,binance,spot,现货,
REDFDUSD,RED,FDUSD,TRADING,binance,spot,现货,
REDTRY,RED,TRY,TRADING,binance,spot,现货,
CHESSUSDC,CHESS,USDC,TRADING,binance,spot,现货,
EGLDUSDC,EGLD,USDC,TRADING,binance,spot,现货,
OSMOUSDC,OSMO,USDC,TRADING,binance,spot,现货,
UTKUSDC,UTK,USDC,TRADING,binance,spot,现货,
TUSDC,T,USDC,TRADING,binance,spot,现货,
CVCUSDC,CVC,USDC,TRADING,binance,spot,现货,
EURIUSDC,EURI,USDC,TRADING,binance,spot,现货,
SYNUSDC,SYN,USDC,TRADING,binance,spot,现货,
USDCRON,USDC,RON,TRADING,binance,spot,现货,
VELODROMEUSDC,VELODROME,USDC,TRADING,binance,spot,现货,
EPICUSDT,EPIC,USDT,TRADING,binance,spot,现货,
