symbol,baseAsset,quoteAsset,status,exchange,type,trading_type,korean_name,english_name,trade_price,change,change_rate,high_price,low_price,acc_trade_volume_24h,acc_trade_price_24h,timestamp
BTC-BERA,BERA,BTC,TRADING,upbit,spot,现货,베라체인,Berachain,1.535e-05,FALL,0.0370138018,1.535e-05,1.535e-05,628.38689882,0.00981557,1754148391302
BTC-FIL,FIL,BTC,TRADING,upbit,spot,现货,파일코인,Filecoin,2.038e-05,RISE,0.0119165839,2.053e-05,2.014e-05,12895.19112128,0.26110335,1754148390635
BTC-SIGN,SIGN,BTC,TRADING,upbit,spot,现货,사인,Sign,6e-07,FALL,0.0625,6.1e-07,6e-07,12097.77206366,0.00725866,1754092617119
BTC-VIRTUAL,VIRTUAL,BTC,TRADING,upbit,spot,现货,버추얼프로토콜,Virtuals Protocol,1.035e-05,FALL,0.0641952984,1.068e-05,1.024e-05,13.93171402,0.00014419,1754113616320
BTC-BAT,BAT,BTC,TRADING,upbit,spot,现货,베이직어텐션토큰,Basic Attention Token,1.29e-06,FALL,0.0076923077,1.29e-06,1.29e-06,355.68145135,0.00046192,1754148390084
KRW-WAXP,WAXP,KRW,TRADING,upbit,spot,现货,왁스,WAX,28.3,FALL,0.0104895105,29.0,28.0,18055159.70501238,514255447.04581195,1754148390448
USDT-PEPE,PEPE,USDT,TRADING,upbit,spot,现货,페페,Pepe,1.043e-05,RISE,0.043,1.122e-05,1.043e-05,71613622.70403919,743.17349778,1754148391083
BTC-BAR,BAR,BTC,TRADING,upbit,spot,现货,FC바르셀로나,FC Barcelona Fan Token,1.016e-05,RISE,0.0388548057,1.016e-05,1.016e-05,7.86903404,7.995e-05,1754148390835
USDT-WCT,WCT,USDT,TRADING,upbit,spot,现货,월렛커넥트,WalletConnect,0.2867,FALL,0.0881043257,0.3061,0.2867,3.29815303,0.94558047,1754126696404
KRW-CARV,CARV,KRW,TRADING,upbit,spot,现货,카브,CARV,379.0,FALL,0.0104438642,385.0,372.0,3069025.70994489,1167546200.899276,1754148391128
KRW-LSK,LSK,KRW,TRADING,upbit,spot,现货,리스크,Lisk,566.0,RISE,0.0017699115,575.0,559.0,929942.58961306,526312417.70656043,1754148390154
USDT-DOGE,DOGE,USDT,TRADING,upbit,spot,现货,도지코인,Dogecoin,0.1952,FALL,0.0473401659,0.2039,0.1952,49853.31058276,9855.62108065,1754148390333
USDT-AXL,AXL,USDT,TRADING,upbit,spot,现货,엑셀라,Axelar,0.3476,FALL,0.1177664975,0.3476,0.3476,143.84349827,50.0,1753988756493
BTC-SCR,SCR,BTC,TRADING,upbit,spot,现货,스크롤,Scroll,2.43e-06,FALL,0.028,2.56e-06,2.42e-06,32993.7257645,0.08174029,1754148391293
USDT-JASMY,JASMY,USDT,TRADING,upbit,spot,现货,재스미코인,JasmyCoin,0.01433,FALL,0.1224739743,0.01503,0.01433,547.59889999,7.93423405,1754148391196
BTC-VANA,VANA,BTC,TRADING,upbit,spot,现货,바나,Vana,4.251e-05,RISE,0.0162562754,4.251e-05,4.251e-05,118.22744285,0.00502585,1753892016350
BTC-LWA,LWA,BTC,TRADING,upbit,spot,现货,루미웨이브,LumiWave,1.4e-07,EVEN,0.0,1.4e-07,1.3e-07,1478288.79462389,0.20212084,1754148390569
BTC-DGB,DGB,BTC,TRADING,upbit,spot,现货,디지바이트,DigiByte,8e-08,RISE,0.1428571429,8e-08,7e-08,2317080.0,0.1622106,1754148390082
USDT-BONK,BONK,USDT,TRADING,upbit,spot,现货,봉크,Bonk,2.545e-05,FALL,0.0234075211,2.545e-05,2.545e-05,45334797.41619155,1178.74117594,1754148391147
BTC-BCH,BCH,BTC,TRADING,upbit,spot,现货,비트코인캐시,Bitcoin Cash,0.00473057,FALL,0.0139016855,0.00480103,0.00470815,6.39067154,0.03036636,1754148390269
BTC-JASMY,JASMY,BTC,TRADING,upbit,spot,现货,재스미코인,JasmyCoin,1.3e-07,EVEN,0.0,1.3e-07,1.3e-07,5704.5,0.00074159,1754148391196
KRW-BORA,BORA,KRW,TRADING,upbit,spot,现货,보라,BORA,130.0,FALL,0.0076335878,132.0,129.0,7707058.25484434,1005765228.3269646,1754148390546
KRW-PUNDIX,PUNDIX,KRW,TRADING,upbit,spot,现货,펀디엑스,Pundi X,415.0,FALL,0.0119047619,424.0,411.0,2018436.37217256,844298406.7882282,1754148390701
BTC-ORBS,ORBS,BTC,TRADING,upbit,spot,现货,오브스,Orbs,1.6e-07,EVEN,0.0,1.6e-07,1.6e-07,4000.0,0.00064,1754148390409
USDT-WAL,WAL,USDT,TRADING,upbit,spot,现货,월러스,Walrus,0.3774,FALL,0.0484114977,0.3774,0.3774,0.10702811,0.04039241,1754148391356
KRW-BAT,BAT,KRW,TRADING,upbit,spot,现货,베이직어텐션토큰,Basic Attention Token,205.0,FALL,0.0048543689,211.0,202.0,2541123.75891737,524898560.492922,1754148390285
KRW-HUNT,HUNT,KRW,TRADING,upbit,spot,现货,헌트,HUNT,351.0,EVEN,0.0,365.0,350.0,2106684.82901583,749605229.9646938,1754148390579
KRW-PENGU,PENGU,KRW,TRADING,upbit,spot,现货,펏지펭귄,Pudgy Penguins,47.8,RISE,0.0042016807,51.0,46.9,1527721220.4818442,73978377856.23955,1754148391403
KRW-FIL,FIL,KRW,TRADING,upbit,spot,现货,파일코인,Filecoin,3244.0,RISE,0.0102771722,3261.0,3178.0,362880.31914542,1164947589.8131495,1754148391364
BTC-ANIME,ANIME,BTC,TRADING,upbit,spot,现货,애니메코인,Animecoin,1.4e-07,EVEN,0.0,1.4e-07,1.4e-07,101579.07798783,0.01422108,1754148391261
BTC-ORCA,ORCA,BTC,TRADING,upbit,spot,现货,오르카,Orca,2.047e-05,FALL,0.0770964833,2.047e-05,2.047e-05,159.81057645,0.00327132,1753948496418
KRW-BEAM,BEAM,KRW,TRADING,upbit,spot,现货,빔,Beam,9.4,RISE,0.008583691,9.54,9.11,118383551.4126972,1109085758.5651934,1754148390987
BTC-SOON,SOON,BTC,TRADING,upbit,spot,现货,쑨,SOON,1.39e-06,RISE,0.0296296296,1.4e-06,1.3e-06,2126830.18291908,2.84899391,1754148391428
BTC-LRC,LRC,BTC,TRADING,upbit,spot,现货,루프링,Loopring,7e-07,RISE,0.0144927536,7.1e-07,6.9e-07,15241.51676545,0.01054561,1754148390212
BTC-TOKAMAK,TOKAMAK,BTC,TRADING,upbit,spot,现货,토카막네트워크,Tokamak Network,1.231e-05,EVEN,0.0,1.231e-05,1.231e-05,7.5852965,9.337e-05,1754148390547
BTC-SOPH,SOPH,BTC,TRADING,upbit,spot,现货,소폰,Sophon,3.5e-07,RISE,0.0606060606,3.6e-07,3.5e-07,33473.6763792,0.01203218,1754148391442
BTC-STRAX,STRAX,BTC,TRADING,upbit,spot,现货,스트라티스,Stratis,4.1e-07,EVEN,0.0,4.1e-07,4.1e-07,1635.33633525,0.00067049,1754018095740
KRW-WAVES,WAVES,KRW,TRADING,upbit,spot,现货,웨이브,Waves,1438.0,RISE,0.0473415878,1523.0,1362.0,6031196.55670143,8692687812.2485,1754148390143
KRW-USDC,USDC,KRW,TRADING,upbit,spot,现货,유에스디코인,USD Coin,1405.0,RISE,0.0078909613,1406.0,1391.0,1211892.027335,1693463358.9689474,1754148391088
KRW-MOVE,MOVE,KRW,TRADING,upbit,spot,现货,무브먼트,Movement,180.0,EVEN,0.0,183.0,176.0,33140999.55811511,5953550933.587641,1754148391215
BTC-GLMR,GLMR,BTC,TRADING,upbit,spot,现货,문빔,Moonbeam,5.8e-07,FALL,0.0169491525,5.8e-07,5.7e-07,566088.4793362,0.32372093,1754148390922
KRW-AERGO,AERGO,KRW,TRADING,upbit,spot,现货,아르고,Aergo,157.0,FALL,0.01875,161.0,155.0,11629077.53136664,1840795741.0034287,1754148390416
KRW-USDT,USDT,KRW,TRADING,upbit,spot,现货,테더,Tether,1402.0,RISE,0.0057388809,1405.0,1392.0,69518930.84272228,97134424048.36621,1754148391007
BTC-LSK,LSK,BTC,TRADING,upbit,spot,现货,리스크,Lisk,3.68e-06,FALL,0.0822942643,3.68e-06,3.68e-06,64.53473887,0.00023749,1753966195077
USDT-RENDER,RENDER,USDT,TRADING,upbit,spot,现货,렌더토큰,Render Token,3.409,FALL,0.1036024191,3.517,3.409,13.0698006,44.56926915,1754148391203
BTC-STEEM,STEEM,BTC,TRADING,upbit,spot,现货,스팀,Steem,1.12e-06,FALL,0.0260869565,1.14e-06,1.12e-06,1364.26932044,0.00155991,1754148390085
USDT-LPT,LPT,USDT,TRADING,upbit,spot,现货,라이브피어,Livepeer,6.103,FALL,0.0741808252,6.103,6.103,0.08192855,0.50000994,1754095796716
KRW-BOUNTY,BOUNTY,KRW,TRADING,upbit,spot,现货,체인바운티,Chainbounty,62.1,FALL,0.0357142857,65.7,61.0,22384958.07820202,1416316110.1903243,1754148390329
KRW-KAITO,KAITO,KRW,TRADING,upbit,spot,现货,카이토,KAITO,1574.0,FALL,0.00505689,1610.0,1560.0,660275.426495,1045486220.9048074,1754148391341
KRW-LPT,LPT,KRW,TRADING,upbit,spot,现货,라이브피어,Livepeer,8390.0,RISE,0.0102347983,8460.0,8235.0,59990.07342456,500465418.1289408,1754148391451
BTC-DEEP,DEEP,BTC,TRADING,upbit,spot,现货,딥북,DeepBook,1.14e-06,FALL,0.24,1.2e-06,1.14e-06,1553.95588695,0.00177456,1754148391373
USDT-ARPA,ARPA,USDT,TRADING,upbit,spot,现货,알파,ARPA,0.02105,EVEN,0.0,0.02106,0.02105,2892.07809886,60.87937093,1754148391171
BTC-LPT,LPT,BTC,TRADING,upbit,spot,现货,라이브피어,Livepeer,5.209e-05,FALL,0.0561695959,5.318e-05,5.209e-05,100.47793273,0.00532424,1754148390791
BTC-POLYX,POLYX,BTC,TRADING,upbit,spot,现货,폴리매쉬,Polymesh,1.22e-06,RISE,0.0166666667,1.22e-06,1.22e-06,373.15487409,0.00045525,1754045455275
KRW-BLAST,BLAST,KRW,TRADING,upbit,spot,现货,블라스트,Blast,4.11,FALL,0.0306603774,4.3,4.05,1248550861.457467,5229795745.62956,1754148391041
USDT-ANIME,ANIME,USDT,TRADING,upbit,spot,现货,애니메코인,Animecoin,0.01614,FALL,0.0375670841,0.01614,0.01614,0.3589026,0.00579269,1754148391262
USDT-USDC,USDC,USDT,TRADING,upbit,spot,现货,유에스디코인,USD Coin,1.001,EVEN,0.0,1.001,1.001,141.34726802,141.48861529,1754148391089
BTC-DRIFT,DRIFT,BTC,TRADING,upbit,spot,现货,드리프트,Drift,4.38e-06,FALL,0.0288248337,4.41e-06,4.38e-06,11.45475372,5.017e-05,1754142596182
BTC-W,W,BTC,TRADING,upbit,spot,现货,웜홀,Wormhole,6.6e-07,FALL,0.0294117647,6.6e-07,6.6e-07,461.93898305,0.00030488,1754132996565
USDT-SCR,SCR,USDT,TRADING,upbit,spot,现货,스크롤,Scroll,0.2773,FALL,0.0713328868,0.2773,0.2672,1105.21672275,310.22743446,1754148391294
BTC-T,T,BTC,TRADING,upbit,spot,现货,쓰레스홀드,Threshold,1.4e-07,EVEN,0.0,1.4e-07,1.4e-07,74395.25492185,0.01041534,1754117576158
USDT-BAT,BAT,USDT,TRADING,upbit,spot,现货,베이직어텐션토큰,Basic Attention Token,0.146,EVEN,0.0,0.146,0.146,104.02304505,15.20519631,1754148390334
BTC-SKY,SKY,BTC,TRADING,upbit,spot,现货,스카이프로토콜,Sky Protocol,6.9e-07,EVEN,0.0,6.9e-07,6.8e-07,107443.92658536,0.07268403,1754148390443
KRW-DKA,DKA,KRW,TRADING,upbit,spot,现货,디카르고,dKargo,21.2,EVEN,0.0,21.9,21.0,43625890.32855982,934974905.7156491,1754148390506
BTC-A,A,BTC,TRADING,upbit,spot,现货,볼타,Vaulta,4.52e-06,FALL,0.0237580994,4.52e-06,4.52e-06,14.1614989,6.401e-05,1754087575607
BTC-G,G,BTC,TRADING,upbit,spot,现货,그래비티,Gravity,1.1e-07,EVEN,0.0,1.1e-07,1.1e-07,2540.90447154,0.0002795,1754007776356
BTC-DNT,DNT,BTC,TRADING,upbit,spot,现货,디스트릭트0x,district0x,2.5e-07,EVEN,0.0,2.5e-07,2.3e-07,564839.57356427,0.13550196,1754148390210
BTC-BABY,BABY,BTC,TRADING,upbit,spot,现货,바빌론,Babylon,5.3e-07,FALL,0.0535714286,5.7e-07,5.1e-07,1531024.48436486,0.83426744,1754148386575
USDT-BEAM,BEAM,USDT,TRADING,upbit,spot,现货,빔,Beam,0.006733,FALL,0.2181839294,0.006733,0.006733,2210.57861889,14.88382584,1754148390988
BTC-FORT,FORT,BTC,TRADING,upbit,spot,现货,포르타,Forta,5.9e-07,RISE,0.0172413793,6.5e-07,5.8e-07,9548638.39622524,5.89877643,1754148391447
KRW-ANKR,ANKR,KRW,TRADING,upbit,spot,现货,앵커,Ankr,21.3,FALL,0.0046728972,22.0,21.1,45428663.06824831,976675269.737823,1754148390409
KRW-ALGO,ALGO,KRW,TRADING,upbit,spot,现货,알고랜드,Algorand,324.0,FALL,0.0181818182,336.0,321.0,25024049.45611113,8214527037.51989,1754148390777
USDT-FIL,FIL,USDT,TRADING,upbit,spot,现货,파일코인,Filecoin,2.32,RISE,0.0306530431,2.32,2.298,1365.48838053,3141.75495222,1754148391173
KRW-SHIB,SHIB,KRW,TRADING,upbit,spot,现货,시바이누,Shiba Inu,0.017,RISE,0.0119047619,0.0171,0.0167,782653806631.5024,13205426479.258396,1754148390849
KRW-UNI,UNI,KRW,TRADING,upbit,spot,现货,유니스왑,Uniswap,12670.0,RISE,0.0047581285,12850.0,12360.0,332108.06665287,4186600749.53209,1754148391155
BTC-SYRUP,SYRUP,BTC,TRADING,upbit,spot,现货,메이플파이낸스,Maple Finance,3.52e-06,FALL,0.0434782609,3.68e-06,3.5e-06,831.85534996,0.00297443,1754148386623
USDT-HUMA,HUMA,USDT,TRADING,upbit,spot,现货,후마파이낸스,Huma Finance,0.03072,FALL,0.0921985816,0.03383,0.03072,5924.94526587,191.39620308,1754148386624
BTC-OAS,OAS,BTC,TRADING,upbit,spot,现货,오아시스,Oasys,1.1e-07,EVEN,0.0,1.1e-07,1e-07,1665028.02531903,0.18019656,1754148390971
KRW-TOKAMAK,TOKAMAK,KRW,TRADING,upbit,spot,现货,토카막네트워크,Tokamak Network,1823.0,FALL,0.037994723,1927.0,1801.0,1726436.54102624,3220454101.4528713,1754148390568
BTC-UNI,UNI,BTC,TRADING,upbit,spot,现货,유니스왑,Uniswap,7.925e-05,FALL,0.000630517,7.93e-05,7.925e-05,0.00136428,1.1e-07,1754147095836
USDT-OBSR,OBSR,USDT,TRADING,upbit,spot,现货,옵저버,Observer,0.00155,EVEN,0.0,0.002,0.00155,609969.28633945,1172.28658862,1754148391413
BTC-JUV,JUV,BTC,TRADING,upbit,spot,现货,유벤투스,Juventus Fan Token,8.93e-06,FALL,0.0132596685,8.94e-06,8.8e-06,2641.94351799,0.02344579,1754148390641
KRW-DOGE,DOGE,KRW,TRADING,upbit,spot,现货,도지코인,Dogecoin,278.0,FALL,0.0071428571,284.0,272.8,346674867.4695265,97214042830.45369,1754148390677
KRW-PEPE,PEPE,KRW,TRADING,upbit,spot,现货,페페,Pepe,0.0145,EVEN,0.0,0.0149,0.0143,658656796858.8004,9604401826.0576,1754148391184
KRW-HBAR,HBAR,KRW,TRADING,upbit,spot,现货,헤데라,Hedera,329.0,FALL,0.0208333333,342.0,325.0,56689611.32024583,19086133458.97648,1754148390461
KRW-BCH,BCH,KRW,TRADING,upbit,spot,现货,비트코인캐시,Bitcoin Cash,750000.0,RISE,0.0053619303,760500.0,740000.0,16237.93681076,12194697679.532019,1754148390281
BTC-BFC,BFC,BTC,TRADING,upbit,spot,现货,바이프로스트,Bifrost,3.6e-07,FALL,0.027027027,3.7e-07,3.6e-07,771727.16193785,0.28201852,1754148390648
BTC-OMNI,OMNI,BTC,TRADING,upbit,spot,现货,옴니네트워크,Omni Network,3.768e-05,FALL,0.0084210526,3.872e-05,3.684e-05,1132.19085097,0.04302759,1754148390970
USDT-CARV,CARV,USDT,TRADING,upbit,spot,现货,카브,CARV,0.27,FALL,0.0357142857,0.27,0.27,30.0,8.1,1754148391128
KRW-NEWT,NEWT,KRW,TRADING,upbit,spot,现货,뉴턴프로토콜,Newton Protocol,482.0,EVEN,0.0,498.0,466.1,13439273.80905431,6456188261.000984,1754148391496
KRW-SEI,SEI,KRW,TRADING,upbit,spot,现货,세이,Sei,389.0,FALL,0.0176767677,400.0,383.0,34650590.12024541,13612919560.35469,1754148390920
USDT-JUP,JUP,USDT,TRADING,upbit,spot,现货,주피터,Jupiter,0.4444,FALL,0.1011326861,0.4444,0.4444,15.09893441,6.70996645,1754148391051
BTC-MINA,MINA,BTC,TRADING,upbit,spot,现货,미나,Mina,1.68e-06,RISE,0.0181818182,1.68e-06,1.68e-06,259.58904254,0.00043611,1754031956447
KRW-BONK,BONK,KRW,TRADING,upbit,spot,现货,봉크,Bonk,0.0361,RISE,0.0140449438,0.0365,0.035,446670558521.2854,16013647956.540127,1754148391195
KRW-JST,JST,KRW,TRADING,upbit,spot,现货,저스트,JUST,45.8,FALL,0.0276008493,47.3,45.6,17429762.50912663,815256780.0034127,1754148390551
KRW-AAVE,AAVE,KRW,TRADING,upbit,spot,现货,에이브,Aave,357800.0,RISE,0.0044918585,360800.0,349100.0,8662.79357094,3077547334.4586964,1754148390762
KRW-JTO,JTO,KRW,TRADING,upbit,spot,现货,지토,Jito,2326.0,FALL,0.0034275921,2372.0,2298.0,243030.97538558,566628620.0790358,1754148391330
BTC-DKA,DKA,BTC,TRADING,upbit,spot,现货,디카르고,dKargo,1.4e-07,EVEN,0.0,1.4e-07,1.4e-07,44809.120057,0.00627328,1754148390502
USDT-BIGTIME,BIGTIME,USDT,TRADING,upbit,spot,现货,빅타임,Big Time,0.05562,FALL,0.0243816874,0.05747,0.05562,153.93801206,8.79368837,1754148390958
BTC-HAEDAL,HAEDAL,BTC,TRADING,upbit,spot,现货,해달프로토콜,Haedal Protocol,1.19e-06,FALL,0.0245901639,1.27e-06,1.18e-06,1821064.45996074,2.21550367,1754148391482
BTC-JST,JST,BTC,TRADING,upbit,spot,现货,저스트,JUST,2.9e-07,FALL,0.0333333333,2.9e-07,2.9e-07,2137.44244269,0.00061986,1754148390546
USDT-JTO,JTO,USDT,TRADING,upbit,spot,现货,지토,Jito,1.68,FALL,0.0454545455,1.68,1.68,6.36177067,10.68777473,1754091656457
BTC-SEI,SEI,BTC,TRADING,upbit,spot,现货,세이,Sei,2.46e-06,FALL,0.0501930502,2.55e-06,2.46e-06,828.15975609,0.00203727,1754148390908
KRW-JUP,JUP,KRW,TRADING,upbit,spot,现货,주피터,Jupiter,627.0,FALL,0.0047619048,642.0,619.0,4717472.24227207,2993624816.69548,1754148391050
USDT-NEWT,NEWT,USDT,TRADING,upbit,spot,现货,뉴턴프로토콜,Newton Protocol,0.3139,FALL,0.102373463,0.7,0.3139,5173.86999891,1646.48089311,1754148391497
BTC-JTO,JTO,BTC,TRADING,upbit,spot,现货,지토,Jito,1.46e-05,RISE,0.0048176187,1.46e-05,1.46e-05,49.0,0.0007154,1754148391294
USDT-BCH,BCH,USDT,TRADING,upbit,spot,现货,비트코인캐시,Bitcoin Cash,544.44,EVEN,0.0,544.44,544.44,0.01717054,9.3483288,1754148390270
USDT-DGB,DGB,USDT,TRADING,upbit,spot,现货,디지바이트,DigiByte,0.008002,FALL,0.0525692636,0.008002,0.008002,551.06377218,4.4096123,1754136715306
BTC-JUP,JUP,BTC,TRADING,upbit,spot,现货,주피터,Jupiter,4.04e-06,FALL,0.0357995227,4.13e-06,3.2e-06,154.0092312,0.0006249,1754148391051
USDT-LWA,LWA,USDT,TRADING,upbit,spot,现货,루미웨이브,LumiWave,0.01714,FALL,0.0921610169,0.01716,0.01714,2828.56503991,48.50916088,1754061416346
KRW-FLOW,FLOW,KRW,TRADING,upbit,spot,现货,플로우,Flow,503.0,RISE,0.0019920319,509.0,494.0,2376762.60666138,1189568228.7681568,1754148390707
KRW-ALT,ALT,KRW,TRADING,upbit,spot,现货,알트레이어,Altlayer,44.4,FALL,0.0347826087,46.3,43.6,44511533.20892192,2006833641.685314,1754148391480
BTC-BEAM,BEAM,BTC,TRADING,upbit,spot,现货,빔,Beam,6e-08,EVEN,0.0,6e-08,6e-08,135890.15335322,0.00815341,1754121956005
KRW-LAYER,LAYER,KRW,TRADING,upbit,spot,现货,솔레이어,Solayer,840.0,RISE,0.0084033613,848.0,829.0,4229269.38500911,3534850161.5765142,1754148391312
USDT-TUSD,TUSD,USDT,TRADING,upbit,spot,现货,트루USD,TrueUSD,1.005,RISE,0.035015448,1.005,1.005,3035.0,3050.175,1753951075233
BTC-STG,STG,BTC,TRADING,upbit,spot,现货,스타게이트파이낸스,Stargate Finance,1.35e-06,FALL,0.0492957746,1.38e-06,1.35e-06,1634.83415886,0.00223735,1754148390908
KRW-TRX,TRX,KRW,TRADING,upbit,spot,现货,트론,TRON,458.0,RISE,0.0177777778,459.0,450.0,16518457.92231151,7524817016.711585,1754148390235
KRW-POWR,POWR,KRW,TRADING,upbit,spot,现货,파워렛저,Power ledger,227.0,FALL,0.0043859649,231.0,224.0,2295054.99383167,522217264.1110013,1754148390209
KRW-ATOM,ATOM,KRW,TRADING,upbit,spot,现货,코스모스,Cosmos,5785.0,RISE,0.0034692108,5860.0,5705.0,262453.06510374,1519355042.6186686,1754148390423
BTC-USDC,USDC,BTC,TRADING,upbit,spot,现货,유에스디코인,USD Coin,8.94e-06,FALL,0.0011173184,8.94e-06,8.94e-06,23.56040268,0.00021063,1754148391089
BTC-MOVE,MOVE,BTC,TRADING,upbit,spot,现货,무브먼트,Movement,1.13e-06,FALL,0.0087719298,1.19e-06,1.13e-06,3074.88159463,0.00349275,1754148391216
BTC-BOUNTY,BOUNTY,BTC,TRADING,upbit,spot,现货,체인바운티,Chainbounty,4.1e-07,FALL,0.0238095238,4.1e-07,4.1e-07,766.98880196,0.00031447,1754096155385
BTC-STX,STX,BTC,TRADING,upbit,spot,现货,스택스,Stacks,6e-06,FALL,0.0275526742,6.01e-06,5.9e-06,19.27015793,0.00011562,1754148390663
KRW-ARKM,ARKM,KRW,TRADING,upbit,spot,现货,아캄,Arkham,635.0,FALL,0.0078125,649.0,623.0,614531.86950559,390890256.26724565,1754148391346
BTC-USDP,USDP,BTC,TRADING,upbit,spot,现货,팍스달러,Pax Dollar,8.62e-06,FALL,0.0193401593,8.62e-06,8.62e-06,126.47730621,0.00109023,1754148390726
BTC-USDT,USDT,BTC,TRADING,upbit,spot,现货,테더,Tether,8.84e-06,RISE,0.0034052213,8.84e-06,8.75e-06,28947.76301966,0.25420183,1754148391008
BTC-USDS,USDS,BTC,TRADING,upbit,spot,现货,유에스디에스,USDS,8.6e-06,FALL,0.0092165899,8.66e-06,8.59e-06,187.30810189,0.00161485,1754148390443
BTC-BSV,BSV,BTC,TRADING,upbit,spot,现货,비트코인에스브이,Bitcoin SV,0.00023032,FALL,0.0243158519,0.00023366,0.00023031,10.0,0.0023032,1754125675364
KRW-CRO,CRO,KRW,TRADING,upbit,spot,现货,크로노스,Cronos,182.0,FALL,0.0054644809,192.0,177.0,10427872.22053867,1918489722.1813753,1754148390559
BTC-SUI,SUI,BTC,TRADING,upbit,spot,现货,수이,Sui,2.996e-05,FALL,0.0016661113,3.054e-05,2.996e-05,1063.65175105,0.03222725,1754148390889
KRW-NXPC,NXPC,KRW,TRADING,upbit,spot,现货,넥스페이스,Nexpace,1225.0,FALL,0.0064882401,1262.0,1212.0,2329865.76244682,2876758803.206885,1754148391411
BTC-PUNDIX,PUNDIX,BTC,TRADING,upbit,spot,现货,펀디엑스,Pundi X,2.61e-06,RISE,0.0038461538,2.63e-06,2.61e-06,1620.41166303,0.00425547,1754148390697
KRW-A,A,KRW,TRADING,upbit,spot,现货,볼타,Vaulta,693.0,FALL,0.0057388809,705.0,687.0,3088049.22247964,2147753033.2703853,1754148390222
BTC-MED,MED,BTC,TRADING,upbit,spot,现货,메디블록,MediBloc,5e-08,EVEN,0.0,5e-08,5e-08,85647.39546134,0.00428237,1754148390466
